timestamp,open,high,low,close,volume
2021-03-02,2064.8400,2094.7400,2056.6700,2064.4800,1278184
2021-03-01,2048.0000,2076.2300,2034.4200,2069.6600,1303089
2021-02-26,2029.9500,2056.5200,2001.0100,2021.9100,1978740
2021-02-25,2055.9300,2083.0000,2006.4900,2015.9500,2047513
2021-02-24,2030.0400,2088.3200,2027.5300,2083.8100,1130437
2021-02-23,2013.9900,2072.5000,1990.2300,2060.1200,1732899
2021-02-22,2053.6000,2080.3300,2048.0000,2054.2600,1458920
2021-02-19,2107.7900,2118.5800,2083.4300,2088.8100,1896939
2021-02-18,2105.0000,2121.9900,2093.3300,2105.8100,1128549
2021-02-17,2093.9800,2122.4434,2088.3500,2118.6200,986524
2021-02-16,2091.7500,2145.1400,2091.7500,2110.7000,1550195
2021-02-12,2079.7700,2099.5000,2073.5700,2095.0300,949525
2021-02-11,2091.0000,2094.0000,2068.8600,2088.7500,1024029
2021-02-10,2083.1400,2098.8800,2052.2400,2086.4800,1252689
2021-02-09,2074.8000,2098.5100,2070.0000,2075.3900,1093053
2021-02-08,2100.0000,2115.0000,2063.3500,2084.5200,1441443
2021-02-05,2059.5600,2095.9400,2050.0000,2088.8300,1493256
2021-02-04,2060.6156,2069.3000,2035.1000,2053.6300,2429780
2021-02-03,2065.6100,2106.6234,2013.5500,2058.8800,4894082
2021-02-02,1913.1300,1949.3700,1906.3700,1919.1200,3108776
2021-02-01,1844.5850,1915.5400,1844.5850,1893.0700,2012603
2021-01-29,1834.0200,1847.5350,1801.5601,1827.3600,2226509
2021-01-28,1831.0000,1887.9900,1831.0000,1853.2000,2763905
2021-01-27,1874.9100,1880.4700,1797.2800,1818.9400,4125631
2021-01-26,1885.9900,1915.7500,1876.1300,1907.9500,1573078
2021-01-25,1912.7400,1921.8200,1859.1600,1894.2800,2529346
2021-01-22,1891.4600,1904.3900,1876.4950,1892.5600,1637195
2021-01-21,1893.6500,1932.0800,1879.4100,1884.1500,2932973
2021-01-20,1826.3700,1899.7234,1819.5100,1880.0700,3207570
2021-01-19,1743.0000,1803.8400,1732.8300,1784.4700,2082951
2021-01-15,1729.0200,1747.6200,1711.7100,1727.6200,1572214
2021-01-14,1748.8700,1767.5499,1726.0700,1730.9200,1460617
2021-01-13,1727.3200,1756.3900,1727.3200,1747.2500,1171590
2021-01-12,1745.3600,1767.9000,1716.3750,1737.4300,1460563
2021-01-11,1777.0200,1784.3800,1752.1400,1756.2900,1740618
2021-01-08,1777.1600,1799.3550,1761.2200,1797.8300,1774226
2021-01-07,1726.7600,1777.8200,1726.7600,1774.3400,2096829
2021-01-06,1700.2550,1743.9650,1696.1014,1722.8800,2329401
2021-01-05,1725.0900,1746.8300,1716.9000,1740.0500,1017962
2021-01-04,1760.0000,1762.4899,1707.1400,1726.1300,1866195
2020-12-31,1737.2700,1757.5000,1736.0900,1752.6400,1053479
2020-12-30,1765.0000,1767.7600,1728.0000,1736.2500,1051308
2020-12-29,1787.2300,1788.4700,1755.1100,1757.7600,986287
2020-12-28,1744.9100,1787.0000,1741.8200,1773.9600,1379642
2020-12-24,1729.0000,1742.4100,1724.3500,1734.1600,465638
2020-12-23,1723.9300,1744.1100,1721.2000,1728.2300,1148684
2020-12-22,1729.3300,1732.6123,1705.7800,1720.2200,1018829
2020-12-21,1709.1300,1737.0000,1694.0000,1734.5600,1698707
2020-12-18,1746.1702,1748.3600,1715.0000,1726.2200,4262837
2020-12-17,1763.9300,1766.7100,1731.1500,1740.5100,1744005
2020-12-16,1769.1100,1769.1100,1749.0600,1757.1900,1233836
2020-12-15,1759.8600,1764.0000,1741.6700,1761.0800,1068292
2020-12-14,1770.7200,1789.8000,1749.1300,1752.2600,1652471
2020-12-11,1760.0000,1777.3100,1752.7400,1774.8000,931431
2020-12-10,1762.6000,1774.9900,1733.5270,1767.6500,1434416
2020-12-09,1810.3600,1828.3700,1762.0001,1777.8600,1586426
2020-12-08,1808.5200,1815.9700,1791.2800,1811.3300,996768
2020-12-07,1815.5500,1829.2900,1803.0400,1817.0300,1114391
2020-12-04,1820.2200,1829.4994,1813.5900,1823.7600,1027242
2020-12-03,1820.5400,1843.8300,1817.0000,1821.8400,1236366
2020-12-02,1795.3600,1832.7400,1785.1695,1824.9700,1471235
2020-12-01,1766.6550,1821.7199,1763.0300,1795.3600,1861965
2020-11-30,1775.6500,1780.3350,1747.8400,1754.4000,1620887
2020-11-27,1764.5400,1797.0100,1764.5400,1787.0200,739507
2020-11-25,1767.8100,1770.3800,1748.3600,1764.1300,979957
2020-11-24,1727.5000,1766.4750,1720.7300,1763.9000,1360436
2020-11-23,1740.2200,1745.9900,1710.1800,1727.5600,1127618
2020-11-20,1762.0000,1768.3625,1735.0000,1736.3800,1385322
2020-11-19,1733.2300,1763.4900,1730.0200,1758.5700,1005340
2020-11-18,1756.6400,1765.0000,1738.5658,1740.6400,1005377
2020-11-17,1767.8600,1777.1400,1759.4900,1761.6600,1066034
2020-11-16,1764.1400,1794.3400,1761.3300,1774.0300,1273393
2020-11-13,1748.0000,1777.1300,1735.9800,1772.2600,1487877
2020-11-12,1742.0000,1764.9800,1737.9700,1742.8200,1324363
2020-11-11,1748.4000,1762.9000,1743.0600,1747.2300,1591906
2020-11-10,1729.7700,1759.3800,1716.1200,1737.7200,2151058
2021-04-06,135.5800,135.6400,134.0900,134.2200,3620964
2021-04-05,133.6400,136.6900,133.4000,135.9300,5471616
2021-04-01,133.7600,133.9300,132.2700,133.2300,4074161
2021-03-31,134.5400,134.7100,132.7100,133.2600,4945315
2021-03-30,135.8600,136.2700,134.0200,134.7200,4790366
2021-03-29,135.9800,137.0700,135.5100,135.8600,4622664
2021-03-26,133.2900,136.4800,133.1200,136.3800,5567592
2021-03-25,130.3300,133.2400,129.7700,133.0700,5553966
2021-03-24,130.9500,132.1100,130.5700,130.6200,4005027
2021-03-23,130.4400,131.5600,129.8000,130.4600,4356359
2021-03-22,128.5000,130.7200,127.8900,130.5500,4164914
2021-03-19,130.0200,130.4400,128.5300,128.9000,9844983
2021-03-18,128.9400,130.9950,127.7900,130.0600,5835669
2021-03-17,128.4600,129.4900,127.4900,129.0300,4291351
2021-03-16,128.2800,128.5200,127.3400,128.2400,4653178
2021-03-15,127.7700,128.7500,127.5401,128.5800,3421281
2021-03-12,127.1900,127.6800,126.6100,127.6100,4010100
2021-03-11,128.0900,128.6400,126.7800,127.1400,5146937
2021-03-10,125.0500,128.2400,124.6100,127.8700,7247807
2021-03-09,125.4000,126.4300,124.1600,124.1800,5609029
2021-03-08,122.9900,126.8500,122.8800,124.8100,7239191
2021-03-05,120.6400,123.7500,120.2500,122.8300,6949265
2021-03-04,122.0000,123.2200,118.7550,120.1100,8068492
2021-03-03,120.5000,122.6340,119.9800,122.3600,7404269
2021-03-02,120.7400,121.9000,120.2600,120.3300,4524299
2021-03-01,120.3500,122.3200,119.8649,120.7400,5715767
2021-02-26,122.2500,122.2500,118.8800,118.9300,8868848
2021-02-25,123.3700,124.3500,122.3350,122.4700,5672671
2021-02-24,120.8000,123.4900,120.5200,123.2100,5819983
2021-02-23,120.9200,121.3500,119.8000,120.7100,4531464
2021-02-22,118.5000,121.1250,118.4400,120.8600,5838841
2021-02-19,120.7500,120.7600,118.3800,118.9900,6578741
2021-02-18,120.5000,120.9400,119.7000,120.7300,5399145
2021-02-17,119.2700,120.5600,119.0200,119.9700,3949876
2021-02-16,120.1500,120.6000,119.3600,120.0700,6639790
2021-02-12,121.0000,121.3600,120.0900,120.8000,3871195
2021-02-11,122.0000,122.2050,120.6300,120.9100,5381556
2021-02-10,123.0300,123.4100,121.2138,122.2400,4831858
2021-02-09,121.9000,122.5953,121.0500,122.1000,4661655
2021-02-08,122.6200,123.9767,122.4000,123.6100,5887999
2021-02-05,121.0000,121.8100,120.5200,121.7900,4565727
2021-02-04,119.9100,121.1000,118.8700,121.0200,4562124
2021-02-03,119.0400,119.8000,118.1200,119.1200,6715366
2021-02-02,119.3600,121.0000,119.2800,119.4400,6311881
2021-02-01,119.9000,120.9500,118.7300,120.5400,6250508
2021-01-29,120.2200,121.3000,118.9000,119.1100,11825496
2021-01-28,122.8000,123.2000,120.0700,120.0800,8084051
2021-01-27,122.0800,124.7900,121.6214,122.4700,12146541
2021-01-26,119.1800,122.5900,118.4200,122.4900,10694708
2021-01-25,118.7624,119.5380,117.4500,118.5800,13686391
2021-01-22,120.7000,120.7000,117.3600,118.6100,38063533
2021-01-21,130.1200,132.2400,130.0500,131.6500,12819233
2021-01-20,129.7000,131.0600,128.5600,130.0800,5598705
2021-01-19,129.2800,129.5900,128.0885,129.0200,5397956
2021-01-15,128.2800,129.2400,127.6700,128.3900,4905506
2021-01-14,128.0200,130.1600,127.5500,128.9700,7503180
2021-01-13,129.1500,129.7500,126.4550,126.9200,7677739
2021-01-12,129.0900,129.8500,127.9400,129.2100,3729068
2021-01-11,127.9500,129.6750,127.6600,128.5800,5602466
2021-01-08,128.5700,129.3200,126.9800,128.5300,4676487
2021-01-07,130.0400,130.4600,128.2600,128.9900,4507382
2021-01-06,126.9000,131.8800,126.7200,129.2900,7956740
2021-01-05,125.0100,126.6800,124.6100,126.1400,6114619
2021-01-04,125.8500,125.9174,123.0400,123.9400,5179161
2020-12-31,124.2200,126.0300,123.9900,125.8800,3574696
2020-12-30,123.8000,124.8500,123.6300,124.3400,3380494
2020-12-29,125.3500,125.4800,123.2400,123.8000,3487007
2020-12-28,125.1000,126.6000,124.4600,124.8200,3583222
2020-12-24,125.0000,125.1000,124.2100,124.6900,1761122
2020-12-23,123.8800,125.2100,123.7400,123.9000,2693889
2020-12-22,123.3100,124.2200,122.4100,123.6100,4337757
2020-12-21,123.9700,124.1800,121.7200,123.3900,6115671
2020-12-18,125.5900,126.4000,124.9700,125.8500,7552845
2020-12-17,126.0800,126.0900,124.9100,125.5500,3787962
2020-12-16,125.9300,126.5728,125.2860,125.5500,4530096
2020-12-15,124.3900,125.9300,123.4400,125.9300,4359601
2020-12-14,125.3200,126.2435,123.4700,123.5300,5050023
2020-12-11,124.0800,125.5100,123.6100,124.2700,4481416
2020-12-10,126.3500,126.9300,124.9400,124.9600,4803172
2020-12-09,125.8000,127.6900,125.7000,126.7900,6513517
2020-12-08,125.3200,126.3300,124.6400,125.7100,5395024
2020-12-07,126.4900,126.9700,124.5700,124.7000,8318500
2020-12-04,123.9700,127.3800,123.6400,127.2000,5522760
2020-12-03,124.1600,124.8600,123.2900,123.6100,4548161
2020-12-02,122.8500,124.6400,122.4100,124.6200,3690737
2020-12-01,123.9000,125.8300,123.0800,123.1600,5099334
2020-11-30,124.1000,125.0000,123.0900,123.5200,5987991
2020-11-27,124.2000,125.3130,123.9100,124.3500,2091186
2020-11-25,122.9300,124.3300,122.1100,124.2000,4135894
2020-11-24,120.8600,124.7300,120.8050,124.4200,7535949
2020-11-23,117.4300,120.5150,117.2700,120.0900,5655119
2020-11-20,117.6000,118.0400,116.6900,116.9400,5024593
2020-11-19,116.5400,117.4500,115.8900,117.1800,3439648
2020-11-18,117.7200,118.8800,116.7500,116.7700,4606828
2020-11-17,117.6000,118.5400,117.0700,117.7000,4134455
2020-11-16,118.3000,118.5500,117.1200,118.3600,5293385
2020-11-13,115.1900,117.3700,115.0100,116.8500,4683512
2020-11-12,115.6300,116.3700,113.4800,114.5000,6500799
2020-11-11,118.1200,118.3500,116.2200,117.2000,4289601
2020-11-10,116.6900,118.1700,116.2500,117.9100,5622756
2021-04-06,247.6100,249.4000,246.8800,247.8600,22931923
2021-04-05,242.7600,249.9600,242.7000,249.0700,36910609
2021-04-01,238.4700,242.8400,238.0501,242.3500,30337982
2021-03-31,232.9100,239.1000,232.3900,235.7700,43623471
2021-03-30,233.5250,233.8500,231.1000,231.8500,24792012
2021-03-29,236.5900,236.8000,231.8800,235.2400,25227455
2021-03-26,231.5500,236.7100,231.5500,236.4800,25479853
2021-03-25,235.3000,236.9400,231.5700,232.3400,34061853
2021-03-24,237.8450,238.0000,235.3200,235.4600,25620127
2021-03-23,237.4850,241.0500,237.0700,237.5800,31638376
2021-03-22,230.2700,236.9000,230.1400,235.9900,30127005
2021-03-19,231.0200,232.4740,229.3496,230.3500,46430730
2021-03-18,232.5600,234.1900,230.3300,230.7200,34852251
2021-03-17,236.1500,238.5500,233.2300,237.0400,29562100
2021-03-16,236.2800,240.0550,235.9400,237.7100,28092196
2021-03-15,234.9600,235.1850,231.8100,234.8100,26042669
2021-03-12,234.0100,235.8200,233.2300,235.7500,22653662
2021-03-11,234.9600,239.1700,234.3100,237.1300,29907586
2021-03-10,237.0000,237.0000,232.0400,232.4200,29746812
2021-03-09,232.8800,235.3839,231.6700,233.7800,33080531
2021-03-08,231.3700,233.3650,227.1300,227.3900,35267440
2021-03-05,229.5165,233.2700,226.4600,231.6000,41872770
2021-03-04,226.7350,232.4900,224.2600,226.7300,44727785
2021-03-03,232.1550,233.5799,227.2600,227.5600,34029526
2021-03-02,237.0100,237.3000,233.4500,233.8700,22812459
2021-03-01,235.9000,237.4700,233.1500,236.9400,25332837
2021-02-26,231.5250,235.3700,229.5400,232.3800,37545055
2021-02-25,232.0800,234.5852,227.8800,228.9900,39118089
2021-02-24,230.0100,235.2000,229.0000,234.5500,26339746
2021-02-23,230.3250,234.8300,228.7300,233.2700,30228704
2021-02-22,237.4200,237.9300,232.4000,234.5100,36182764
2021-02-19,243.7500,243.8600,240.1800,240.9700,25262600
2021-02-18,241.8000,243.9300,240.8600,243.7900,16925563
2021-02-17,241.3200,244.3100,240.9400,244.2000,21451617
2021-02-16,245.0300,246.1300,242.9200,243.7000,26728487
2021-02-12,243.9332,245.3000,242.7300,244.9900,16561079
2021-02-11,244.7800,245.1500,242.1500,244.4900,15751059
2021-02-10,245.0000,245.9200,240.8900,242.8200,22117240
2021-02-09,241.8700,244.7600,241.3800,243.7700,23471475
2021-02-08,243.1500,243.6800,240.8100,242.4700,22211929
2021-02-05,242.2300,243.2800,240.4200,242.2000,18054752
2021-02-04,242.6600,243.2399,240.3700,242.0100,25296100
2021-02-03,239.5700,245.0900,239.2600,243.0000,27158104
2021-02-02,241.3000,242.3100,238.6900,239.5100,25678356
2021-02-01,235.0600,242.5000,232.4300,239.6500,33314193
2021-01-29,235.9900,238.0200,231.3500,231.9600,42503138
2021-01-28,235.6100,242.6400,235.0900,238.9300,49111159
2021-01-27,238.0000,240.4400,230.1400,232.9000,69870638
2021-01-26,231.8600,234.1800,230.0800,232.3300,49169601
2021-01-25,229.1200,229.7800,224.2200,229.5300,33152095
2021-01-22,227.0800,230.0700,225.8000,225.9500,30172663
2021-01-21,224.7000,226.3000,222.4200,224.9700,30749553
2021-01-20,217.7000,225.7900,217.2908,224.3400,37777260
2021-01-19,213.7500,216.9800,212.6300,216.4400,30480859
2021-01-15,213.5200,214.5100,212.0300,212.6500,31746512
2021-01-14,215.9100,217.4600,212.7400,213.0200,29346737
2021-01-13,214.0200,216.7600,213.9266,216.3400,20087080
2021-01-12,216.5000,217.1000,213.3202,214.9300,23148341
2021-01-11,218.4700,218.9100,216.7300,217.4900,23047029
2021-01-08,218.6800,220.5800,217.0261,219.6200,22956206
2021-01-07,214.0400,219.3400,213.7100,218.2900,27694480
2021-01-06,212.1700,216.4899,211.9400,212.2500,35930653
2021-01-05,217.2600,218.5200,215.7000,217.9000,23822953
2021-01-04,222.5300,223.0000,214.8100,217.6900,37130139
2020-12-31,221.7000,223.0000,219.6800,222.4200,20942132
2020-12-30,225.2300,225.6300,221.4700,221.6800,20272337
2020-12-29,226.3100,227.1800,223.5800,224.1500,17403213
2020-12-28,224.4500,226.0300,223.0200,224.9600,17762701
2020-12-24,221.4200,223.6100,221.2000,222.7500,10550572
2020-12-23,223.1100,223.5589,220.8000,221.0200,18699638
2020-12-22,222.6900,225.6300,221.8500,223.9400,22643397
2020-12-21,217.5500,224.0000,217.2801,222.5900,37181886
2020-12-18,218.5900,219.6900,216.0200,218.5900,63354922
2020-12-17,219.8700,220.8900,217.9200,219.4200,32515784
2020-12-16,214.7500,220.1100,214.7200,219.2800,35023253
2020-12-15,215.1650,215.4200,212.2400,214.1300,27018106
2020-12-14,213.1000,216.2100,212.8800,214.2000,28798379
2020-12-11,210.0500,213.3200,209.1100,213.2600,30979440
2020-12-10,211.7700,213.0800,210.3600,210.5200,26467017
2020-12-09,215.1600,215.2250,211.2140,211.8000,32440603
2020-12-08,213.9700,216.9500,212.8900,216.0100,23284094
2020-12-07,214.3700,215.5400,212.9900,214.2900,24619997
2020-12-04,214.2200,215.3800,213.1800,214.3600,24666039
2020-12-03,214.6100,216.3757,213.6500,214.2400,25120922
2020-12-02,214.8800,215.4700,212.8000,215.3700,23724509
2020-12-01,214.5100,217.3200,213.3500,216.2100,30498026
2020-11-30,214.1000,214.7600,210.8350,214.0700,33064753
2020-11-27,214.8500,216.2700,214.0400,215.2300,14512213
2020-11-25,215.1100,215.2900,212.4600,213.8700,21012887
2020-11-24,209.5900,214.2500,208.8600,213.8600,33830438
2020-11-23,210.9500,212.2900,208.1600,210.1100,25683507
2020-11-20,212.2000,213.2850,210.0000,210.3900,22843119
2020-11-19,211.3800,213.0300,209.9300,212.4200,24792746
2020-11-18,213.6500,215.1700,210.9300,211.0800,28372789
2020-11-17,216.1000,217.6800,214.0800,214.4600,24154112
2020-11-16,214.8700,217.7400,214.5200,217.2300,24953344
2020-11-13,216.3600,217.4200,214.1600,216.5100,18630307
2020-11-12,217.2100,219.1100,214.4600,215.4400,21616115
2020-11-11,212.3900,218.0400,212.2000,216.5500,29440788
2020-11-10,214.5000,216.5000,209.7200,211.0100,44045120
2021-04-06,690.3000,696.5500,681.3700,691.6200,28271839
2021-04-05,707.7100,708.1600,684.7000,691.0500,41842767
2021-04-01,688.3700,692.4203,659.4200,661.7500,35298378
2021-03-31,646.6200,672.0000,641.1100,667.9300,33337288
2021-03-30,601.7500,637.6600,591.0100,635.6200,39432359
2021-03-29,615.6400,616.4800,596.0200,611.2900,28636985
2021-03-26,641.8700,643.8200,599.8900,618.7100,33852827
2021-03-25,613.0000,645.5000,609.5000,640.3900,39224850
2021-03-24,667.9100,668.0200,630.1100,630.2700,33795174
2021-03-23,675.7700,677.8000,657.5100,662.1600,30491870
2021-03-22,684.5900,699.6200,668.7500,670.0000,39512221
2021-03-19,646.6000,657.2300,624.6201,654.8700,42893978
2021-03-18,684.2900,689.2300,652.0000,653.1600,33369022
2021-03-17,656.8700,703.7300,651.0100,701.8100,40372453
2021-03-16,703.3500,707.9200,671.0000,676.8800,32195672
2021-03-15,694.0900,713.1800,684.0400,707.9400,29423479
2021-03-12,670.0000,694.8800,666.1394,693.7300,33583840
2021-03-11,699.4000,702.5000,677.1800,699.6000,36253892
2021-03-10,700.3000,717.8500,655.0600,668.0600,60605672
2021-03-09,608.1800,678.0900,595.2100,673.5800,67523328
2021-03-08,600.5500,620.1250,558.7900,563.0000,51786958
2021-03-05,626.0600,627.8419,539.4900,597.9500,89396459
2021-03-04,655.8000,668.4500,600.0000,621.4400,64799898
2021-03-03,687.9900,700.7000,651.7050,653.2000,30207960
2021-03-02,718.2800,721.1100,685.0000,686.4400,23732158
2021-03-01,690.1100,719.0000,685.0500,718.4300,27136239
2021-02-26,700.0000,706.7000,659.5100,675.5000,39767316
2021-02-25,726.1500,737.2066,670.5800,682.2200,38126722
2021-02-24,711.8500,745.0000,694.1700,742.0200,36766950
2021-02-23,662.1300,713.6099,619.0000,698.8400,66606882
2021-02-22,762.6400,768.5000,710.2000,714.5000,36594555
2021-02-19,795.0000,796.7899,777.3700,781.3000,18958255
2021-02-18,780.9000,794.6900,776.2700,787.3800,17957058
2021-02-17,779.0900,799.8400,762.0100,798.1500,25878526
2021-02-16,818.0000,821.0000,792.4400,796.2200,19802324
2021-02-12,801.2600,817.3300,785.3306,816.1200,23768313
2021-02-11,812.4400,829.8799,801.7250,811.6600,21622753
